id,name,1990,1995,2000,2005,2010,2015
AFG,Afghanistan,0.0,0.0,0.0,250.29412990949032,553.3002893830633,584.0259020557797
AGO,Angola,823.7921843366287,353.18204509916956,555.2969418633338,1443.9919285637386,3529.053481737571,3695.7937481465533
ALB,Albania,639.463899289892,760.5593757740925,1175.7889807947065,2709.14293061386,4094.358831919166,3954.022783260093
ARE,United Arab Emirates,27256.290942835185,26847.080053194968,33071.26868694216,39439.801967928375,35049.148316783714,39101.74689010544
ARG,Argentina,4318.774699507717,7373.428245682346,7669.273915540658,5076.883829172904,10276.260497705347,13467.102357002188
ARM,Armenia,637.8557411616304,456.37589974066486,622.742747687983,1643.7583970639653,3218.381654884655,3609.654775826634
AUS,Australia,18249.2884923718,20384.669289051737,21690.92099854185,34016.71483048218,51874.080481995756,56554.03876124464
AUT,Austria,21628.76023101298,30252.794692404063,24517.267446014677,38242.04251746992,46657.062900495665,43665.00947079653
AZE,Azerbaijan,1237.3244916770022,397.1981161172465,655.0974326025856,1578.4023902960253,5842.805783585757,5500.310382444075
BDI,Burundi,209.0516151611963,167.79917167616955,135.99844546572473,150.50704336876552,231.19432564921587,303.68102225446523
BEL,Belgium,20710.6639265195,28565.946149514275,23207.405911007732,36967.28292042967,44380.23741075854,40356.875002697045
BEN,Benin,393.6862144235307,367.3873410325984,374.1923941592344,601.7999769588743,757.6959074093771,783.9470909524221
BFA,Burkina Faso,351.9793228525358,235.83219729976915,226.47598136697962,406.99880706062316,575.4464526877339,615.592225011518
BGD,Bangladesh,297.5679944525451,319.6086943559299,405.6033071417671,484.1554070579915,757.6717571768909,1210.158120466689
BGR,Bulgaria,2366.5298212861376,1554.0469305143058,1609.2805861651993,3893.6899804990667,6843.263288853154,6993.477359757277
BHS,"Bahamas, The",12350.976842893702,12239.871497412101,21241.236698110042,23405.45301580263,21921.559063497694,22888.13405094639
BIH,Bosnia and Herzegovina,0.0,485.6172766681427,1461.7505204702863,2968.4118061197187,4611.470298117077,4574.090787351331
BLR,Belarus,2124.840514280106,1370.672042729223,1276.2880340999998,3126.0717666524797,6030.388706665914,5949.110677498225
BLZ,Belize,2202.3225558778367,2996.3829283495115,3364.423710652407,3933.332215464016,4344.150176612522,4849.997495045757
BOL,Bolivia,709.9488612434271,887.4685242565847,1007.0028688845091,1046.4273841431666,1981.1607045043668,3077.026199171576
BRA,Brazil,3093.037478638154,4840.787782232047,3739.1190359678976,4770.1827462882065,11224.154082935484,8757.20620228722
BRN,Brunei Darussalam,13604.156825696737,15929.163761766433,18008.44825896123,26102.133454211904,35268.10117035805,30967.890506377084
BTN,Bhutan,557.9721483069833,588.5939027050092,765.8632357656954,1247.0613916089617,2178.9213830796643,2613.6451768164916
BWA,Botswana,2750.9500257402356,3014.8678581541835,3349.068822776508,5351.253731716462,6346.156203873508,6532.060501367646
CAF,Central African Republic,490.074561930039,332.67737716077204,243.54293174382914,327.11494607892615,446.44344937520634,348.3814170337146
CAN,Canada,21371.291098142134,20577.48938588952,24124.169174630984,36189.58838402636,47447.47602419348,43315.70044181267
CHE,Switzerland,38332.15172056322,48540.57749459519,37813.23425679493,54797.54663457403,74276.71841594248,80989.84023583056
CHL,Chile,2500.646256809183,5137.375077530839,5101.368478575171,7615.304679914133,12860.177644746942,13653.22639987325
CHN,China,317.8851980991697,609.6567653069515,959.3721081053899,1753.4178000746786,4560.512487100908,8069.211937731144
CIV,Cote d'Ivoire,880.0184701253954,756.5011353896823,642.2547139992416,931.7542869713432,1219.7490955152093,1420.6268843887688
CMR,Cameroon,951.8882235683194,648.7805569445726,608.0414399345781,952.187248439454,1182.8692270126553,1244.4294205696401
COD,"Congo, Dem. Rep.",270.11058086625343,135.67347808990627,405.4696530937495,218.52350917279747,318.0757515965521,474.93604810640477
COG,"Congo, Rep.",1146.8122776112673,755.9167950684307,998.1968920598581,1637.0643812457226,2737.342364842377,1712.1211314001566
COL,Colombia,1175.1492701086045,2470.683622903745,2472.197830982972,3386.025600018103,6250.65504429613,6044.525555665561
CRI,Costa Rica,2391.3014456433943,3279.326506417595,3808.363689183234,4697.011134561158,8199.414620680267,11406.362727110776
CUB,Cuba,2706.9757422144944,2790.178220571769,2741.1105419409087,3779.0570695995566,5676.1414026990615,7602.261218318968
CYP,Cyprus,7293.2795613824555,11488.148929555146,10795.57803771306,18199.776944108835,22975.095119506797,16847.71321864822
CZE,Czech Republic,3901.525437161474,5765.048439357968,5994.528276865427,13317.729834201335,19764.0155413397,17556.924304246357
DEU,Germany,22219.572527148626,31729.69976334511,23718.746699471078,34696.62091670996,41785.55691255407,41176.8815764652
DJI,Djibouti,766.1409545474002,789.551769053207,768.1760767471195,904.7297488765662,1325.990723520759,1862.1672737310414
DNK,Denmark,26891.441639937177,35351.380706534575,30743.559173584577,48799.820370324785,58041.41122456006,53014.644161619384
DOM,Dominican Republic,984.6913024991595,2072.6836516531107,2802.420041787399,3681.059903002999,5451.0669599446455,6468.471648392253
DZA,Algeria,2394.420380151971,1444.908036094888,1757.0177971599421,3100.1223775867884,4463.3946748895005,4132.760292088606
ECU,Ecuador,1491.4016816203928,2135.6328119136147,1451.2907755098984,3021.9425473160886,4657.302361147101,6205.062223556846
EGY,"Egypt, Arab Rep.",751.2411237471695,944.2019116444785,1428.183004295373,1168.115230679131,2602.4795486956677,3547.7130118382665
ERI,Eritrea,0.0,187.05044788957463,208.19694865228348,276.7508096461306,482.1490904234998,0.0
ESP,Spain,13767.381472171148,15429.939421619849,14676.706088023146,26510.717453342604,30736.002278173662,25683.845653024087
EST,Estonia,0.0,3044.383709110796,4070.0328269871334,10338.313223579857,14638.604817345651,17074.92091042035
ETH,Ethiopia,253.1929483783978,133.72885387129114,123.87620572999253,161.62662477307785,341.3099092005044,645.4637627221845
FIN,Finland,28380.54891127502,26273.46590310663,24253.250424578684,38969.17163181307,46202.41516284536,42405.39744279976
FJI,Fiji,1834.9895724938103,2540.75151834037,2076.013307676656,3658.630832392309,3651.9667840554685,4921.896208786301
FRA,France,21795.23782548327,27037.972131929113,22465.641841463636,34879.72632918987,40703.34279119859,36526.770108306955
GAB,Gabon,6251.017384621114,4565.580498912835,4116.460692602277,6741.293948070992,8754.113375909548,7388.984144393177
GBR,United Kingdom,19095.466998460863,22755.56212281953,27769.931254999578,41524.06553544047,38709.911662282975,43929.69081310281
GEO,Georgia,1614.6401223991982,569.0181381432953,691.997710105303,1530.0575209049855,2964.4770337308714,3764.64091159038
GHA,Ghana,402.58888165101934,385.7373195316634,263.112467866077,498.17239036240306,1312.6075573102496,1361.1139050483957
GIN,Guinea,441.4127932649434,469.2761014222302,340.0516917504875,303.42449798582095,438.75133456901176,554.0408766440509
GMB,"Gambia, The",345.855810076438,737.1787913899512,635.5637584151037,432.19290606687423,562.8517526621686,474.71655871974883
GNB,Guinea-Bissau,241.00248499398487,223.34184013662386,297.75194428871833,424.95345849238436,543.9574108433774,596.8717188726118
GNQ,Equatorial Guinea,262.6694558419922,280.9695313393223,1702.6849010027622,10850.633344626149,17136.445675758383,10347.312572597071
GRC,Greece,9600.185129659681,12959.324318661924,12042.953731099424,22551.73574409906,26917.758978725404,18007.789908868897
GRL,Greenland,18326.805123460974,21665.701898367202,19004.107291030425,29088.826832653376,40532.5081049667,39569.10579054407
GTM,Guatemala,825.8073880973774,1408.03217986139,1655.5962607170977,2077.8343804145425,2825.5240695337598,3923.573343647125
GUY,Guyana,533.5362053885249,816.5429328804531,946.0599371665669,1098.4552156133266,3026.281211650124,4136.689918755885
HND,Honduras,615.2733629251585,685.0618746261418,1088.7831650426754,1311.7417144257056,1932.858289996898,2326.158506190175
HRV,Croatia,0.0,4794.937212513258,4919.628068708337,10224.240585517942,13505.745863032278,11579.667040319331
HTI,Haiti,0.0,359.76765687117427,462.48065243347565,465.3101875764773,662.2795181624336,814.5463952169156
HUN,Hungary,0.0,4481.414063021687,4623.406711599426,11161.724408458454,13025.533794363073,12365.626025613967
IDN,Indonesia,585.0010310588224,1026.2704926428953,780.092074398743,1260.9288337007674,3113.480634514328,3336.106686101376
IND,India,363.96408731969836,370.1013553058501,438.8646304478942,707.0080190150267,1345.7701532092594,1613.1887076073822
IRL,Ireland,14045.185470630204,19177.41244993401,26241.918833754014,50886.82789061072,48538.58776046801,60664.10439915797
IRN,"Iran, Islamic Rep.",2219.8423017029168,1591.7160656793628,1657.169747610826,3121.8449060513935,6273.378441121308,4957.581276456784
IRQ,Iraq,10297.427665440533,0.0,0.0,1849.603910766992,4502.749048257271,4974.026930166699
ISL,Iceland,25592.147148274744,26851.017220263544,31813.37344085973,56249.7505492158,41676.445273374506,50734.44359672264
ISR,Israel,11264.018744308434,18028.635571867755,21052.10432185578,20611.179305238453,30661.99003864644,35729.372528581756
ITA,Italy,20757.08875229164,20596.388648945875,20051.24260463627,31959.262153818723,35849.37363585933,30049.147545164808
JAM,Jamaica,1894.292759292158,2277.6046755473194,3360.8704022169336,4082.240762378615,4682.7284239013425,4965.989856895075
JOR,Jordan,1168.3494208060872,1471.1541358445509,1657.8892563121417,2203.0837873544983,3679.1902746327755,4096.099274998259
JPN,Japan,25417.279386281032,43440.36786789674,38532.040875293555,37217.648727917,44507.676385917155,34474.137359953595
KAZ,Kazakhstan,1647.4632309037559,1288.2390521320497,1229.0009584450054,3771.2789573384457,9070.649971999834,10509.981069944151
KEN,Kenya,366.3008908775782,330.8043301840857,403.9797132211165,519.7999345986916,967.340077341324,1349.9701438381287
KGZ,Kyrgyz Republic,608.9451630533795,364.226497350785,279.6205233208885,476.55212996897495,880.0377751191083,1121.0828351073897
KHM,Cambodia,0.0,323.0099928027688,300.6850949434562,474.22387662601795,785.6928841372895,1163.1897701827695
KOR,"Korea, Rep.",6516.305759389562,12332.979351774515,11947.579128206067,18639.522205384168,22086.952919320196,27105.076226264042
KWT,Kuwait,8776.741344378755,16882.421460665842,18389.384328288994,35490.26132367085,38497.61695792945,28975.401076433624
LAO,Lao PDR,203.25596978538312,363.47161827169145,324.8450496453083,475.4164694869731,1141.1271150741932,2159.4229776365187
LBN,Lebanon,1050.1178513045686,3863.26191997937,5334.90332854286,5339.44129078649,8763.826273749506,8046.63285144014
LBR,Liberia,183.28921168473494,65.01141558016901,183.41499908823715,168.6480254382549,327.420509735634,452.0380716509235
LBY,Libya,6514.321503985114,5161.683341893425,7145.628493634227,8171.361650828838,12120.56216920621,0.0
LKA,Sri Lanka,470.34495685912526,720.9083523832909,875.4121779671187,1259.807590797197,2819.5111605614593,3844.8912299540116
LSO,Lesotho,371.84424001001594,568.8163773431197,474.81978755495936,862.9463118020121,1173.2602119995581,1073.8280934816487
LTU,Lithuania,0.0,2168.7960990120914,3297.354700841054,7863.162008651665,11984.868569882303,14252.42852556716
LUX,Luxembourg,34645.143244340186,52831.25236606743,48735.99549218702,80289.69640995403,104965.30607826702,101909.82232579318
LVA,Latvia,0.0,2329.2708539058235,3352.731296192803,7558.742006229232,11326.219474624266,13666.583364140768
MAR,Morocco,1213.0689973289466,1441.5494378177111,1346.8894907265785,2042.6224457685853,2876.2044113357047,2890.3356897003105
MDA,Moldova,0.0,476.98737948533085,354.00373187817206,831.2052862105727,1631.5358317953226,1832.4990518987997
MDG,Madagascar,265.67611892602775,234.49405820789588,245.93906585080325,274.8197022992586,412.73093413772506,401.85759506072645
MEX,Mexico,3077.745071391586,3655.597592325536,6720.902113271195,7986.798438520696,8959.581415875293,9143.128493765505
MKD,"Macedonia, FYR",2240.1392135107462,2243.474528933635,1854.1459561010731,3037.754584747194,4542.904104491826,4834.136722973845
MLI,Mali,316.8165940902718,281.78868111845867,269.3483829165166,487.94025563783623,708.3707632474178,729.7205338464744
MMR,Myanmar,0.0,0.0,193.18748044192353,247.2427006206864,987.7365832021702,1194.5901367344852
MNE,Montenegro,0.0,0.0,1627.0428933387072,3674.617924279695,6682.281157745742,6461.192554266273
MNG,Mongolia,1172.4430658220951,631.9148653431904,474.2133360861271,998.8226671026532,2650.353659007296,3944.180038722493
MOZ,Mozambique,189.62453821633258,160.01761769549555,277.64865909559865,369.15453587233895,419.225814942684,528.3125597136536
MRT,Mauritania,502.231752787394,608.1869746862993,477.4761023586022,697.7451988604442,1203.3836748550993,1158.256468780035
MWI,Malawi,199.28727200947532,141.02752162867762,153.25948723482645,280.36738422671334,458.8681744276646,362.6575443523051
MYS,Malaysia,2440.591801365942,4328.000017692991,4045.170471359013,5593.822995403554,9071.356986721039,9643.644683384633
NAM,Namibia,1982.3252426649124,2381.6454350561357,2057.995056815897,3573.146386765858,5191.583081414431,4737.66990632262
NCL,New Caledonia,14800.028694352102,18721.056438426138,12579.595105586457,0.0,0.0,0.0
NER,Niger,309.5864641534515,198.45280963385161,158.40559722670176,250.03837308128848,348.15151096927366,358.99703007078216
NGA,Nigeria,322.84118263317197,264.29563418358873,379.1193263640649,807.8938737981367,2327.320669573915,2655.157977010454
NIC,Nicaragua,243.56126060414786,897.7158111004053,1016.0207430522743,1175.1162249675665,1526.4979380617747,2095.966488145152
NLD,Netherlands,21019.125671934005,28884.713522243343,25921.127940827715,41577.16008837553,50338.254827372555,44292.8847318584
NOR,Norway,28242.94373853305,34875.19738781479,38146.7153917477,66775.39439717552,87646.75346308555,74505.24653969014
NPL,Nepal,193.47612413216027,205.69384142996685,231.42550039065563,317.0891980057423,592.1835216420136,743.7653488578316
NZL,New Zealand,13663.201095115051,17400.420184817198,13641.102718382223,27750.89515312223,33691.3483689735,38201.890365511674
OMN,Oman,6448.131243187191,6261.719017128971,8601.185905793762,12376.97935879159,19280.747390363213,16627.36433208657
PAK,Pakistan,371.5726219202171,493.66150795589334,533.8624114335687,711.4699462697363,1040.1422678763618,1431.2448645269696
PAN,Panama,2603.781289343746,3494.4369335664464,4060.299035061001,4916.548860294283,7937.259930907312,13134.04366921803
PER,Peru,1210.0059784398006,2217.7846813805536,1996.7196888402605,2754.780029003771,5022.493190963696,6030.343259496618
PHL,Philippines,715.3105853019648,1061.3478682720024,1038.9109769580286,1194.6971546395594,2129.4992422279183,2878.3383704698867
PNG,Papua New Guinea,746.5073779421983,947.2521533317737,631.9468525835223,770.5773485836513,1366.87911154444,0.0
POL,Poland,1731.2095311620212,3682.791215266522,4492.7276035593695,8021.2515691548715,12599.524864268118,12565.987597527954
PRI,Puerto Rico,8652.50749222505,11579.184996998454,16192.129596218972,21959.322707595646,26435.74018715446,0.0
PRK,"Korea, Dem. Peopleâ€™s Rep.",0.0,0.0,0.0,0.0,0.0,0.0
PRT,Portugal,7885.3940191922375,11782.521478967852,11502.39681264275,18784.948499214912,22538.654077348176,19220.006808147285
PRY,Paraguay,1351.5781373005157,1903.469193081645,1545.6264225286648,1507.14569103093,3225.591753736362,4109.367724211059
PSE,West Bank and Gaza,0.0,1326.5628573714594,1476.1718500023783,1455.187875181153,2338.719876823029,2865.8051085186526
QAT,Qatar,15448.665476764203,15849.31878747306,29986.290152735335,51488.49529404599,70306.22784493021,66346.52266858752
ROU,Romania,1680.705622872264,1660.2727683157977,1668.162731196783,4676.315183259541,8297.483620723815,8958.788592876852
RUS,Russian Federation,3485.1122022467025,2665.7397218955884,1771.5866019099615,5323.473876555927,10674.987707365046,9478.79884620797
RWA,Rwanda,352.4401341977402,218.20478930011885,216.17274704455298,287.0931876749693,563.4910486831748,710.3483906589083
SAU,Saudi Arabia,7204.728650534718,7650.7393690572,9126.954277255465,13739.829446377456,19259.58725684647,20732.861721856545
SDN,Sudan,615.8874357173041,573.7772439745266,449.80468552538144,858.0684640148876,1908.747160484457,2513.884661179835
SEN,Senegal,756.6085300574289,557.7842574854418,473.45003380770453,773.8698712661428,1001.6313774825919,908.7256145273477
SLB,Solomon Islands,970.0969307664989,1445.7069989965203,1054.5185720259035,880.874850827894,1272.4480251059815,1922.041388186123
SLE,Sierra Leone,150.6511518128713,203.69487910640896,139.3147733810372,287.68919416717404,405.1284017688056,587.503823327044
SLV,El Salvador,913.5898415675481,1693.1572423662676,2238.4010160156763,2835.2812366840653,3474.392444894467,4127.11774995493
SOM,Somalia,0.0,0.0,0.0,0.0,0.0,426.0098536618405
SRB,Serbia,0.0,2196.6184665190103,870.136525159338,3528.1310077579215,5411.8774039191185,5237.255334231359
SSD,South Sudan,0.0,0.0,0.0,0.0,1562.2393456983339,758.7205782062031
SUR,Suriname,952.9489142812267,1563.9690173064653,1888.6182898439722,3595.0880550207235,8303.313320097643,8818.982565815171
SVK,Slovak Republic,2395.56458240432,4799.151051176045,5402.929753613195,11669.419747806294,16600.61358803853,16089.748460203204
SVN,Slovenia,0.0,10690.665227864758,10227.736770368516,18169.1809082287,23437.47202113866,20729.8638261683
SWE,Sweden,30162.315771819412,29914.331746409032,29283.005046157232,43085.35314595697,52076.25591348645,50585.25847060674
SWZ,Swaziland,1294.1003353499589,1768.31451319348,1637.450067356915,2873.8621414301642,3690.2393360025617,3136.925110323371
SYR,Syrian Arab Republic,988.9486721642103,794.4451530018141,1177.6292677334773,1577.4571821855848,0.0,0.0
TCD,Chad,291.8661593390678,206.53869270808354,166.02317847167276,660.242139573492,896.5697341138647,777.2487051232339
TGO,Togo,430.0114381053859,306.3583370917641,260.3932935312302,372.17218368555734,487.92389126638176,551.1308345505165
THA,Thailand,1508.2857739793178,2845.410313780641,2007.56482637453,2893.651355565394,5075.3021763952875,5814.863134415885
TJK,Tajikistan,497.64012573511917,213.63132013949178,138.43660333475023,337.3592360377717,738.3475226600058,918.6771543252964
TKM,Turkmenistan,865.7896520535477,589.9056142139601,643.1750108268626,1704.5147502994232,4439.203000217565,6432.66876792426
TLS,Timor-Leste,0.0,0.0,422.2086330192392,478.33185904505086,849.862697155979,1161.7609351341725
TTO,Trinidad and Tobago,4147.638922988788,4246.382403854666,6430.947261921112,12323.127053788858,16683.94578435675,17321.833731782557
TUN,Tunisia,1492.8788092088507,1978.3767894189307,2213.914088103716,3194.5622425824367,4140.151769805904,3828.091589018846
TUR,Turkey,2794.353551326526,2897.8702075622527,4316.5538945602275,7384.354661289803,10672.056925664157,10979.525691415896
TZA,Tanzania,167.27452881155418,175.40338156827514,298.0213548461407,429.57986498643953,681.3203599236753,846.8501058837481
UGA,Uganda,246.827330742843,280.08454709576864,257.630360929239,315.7880227261009,594.9972557363699,693.8963828565842
UKR,Ukraine,1569.7394334097894,935.9680913889575,635.7089635372225,1828.717625765981,2965.1423654977143,2016.009677778612
URY,Uruguay,2989.991172068901,5984.135189782262,6871.897677480794,5220.951116322199,11938.212004709734,15524.842466271062
USA,United States,23954.47935486714,28782.175020091785,36449.85511553486,44307.92058486028,48373.87881557789,56207.03674726793
UZB,Uzbekistan,651.4192096867431,585.9323641611368,558.2211439777853,546.7768501855505,1377.0821404693793,2137.5768523027805
VEN,"Venezuela, RB",2367.743169956715,3375.891496312915,4783.530591677998,5432.688675025139,13545.205838455917,0.0
VNM,Vietnam,98.03186907250695,288.0202779902799,433.33370782314773,699.4997775062549,1333.5835239667672,2107.012927345718
VUT,Vanuatu,1080.2228885604636,1390.3296868564805,1469.8491489428247,1886.433358819831,2965.8024343483953,2805.834140357448
YEM,"Yemen, Rep.",468.37800793353574,277.97697170283215,539.1043652321409,813.9643857114539,1309.2319597358453,1401.9033192992792
ZAF,South Africa,3140.5903457524687,3752.649192062628,3037.225029932965,5414.634325651583,7362.761389864816,5769.772579651265
ZMB,Zambia,409.2579854284336,416.661381080722,341.9055624919978,691.3178164263531,1463.2135731071544,1313.8896455076451
ZWE,Zimbabwe,862.5865882073585,628.1849247363994,547.3588784913679,444.76050754743113,713.6035061542347,1018.6930829320909
